rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes,is_outlier
552330,384657,connect,ended,23.0,0.0,False
552342,376619,mobile,ended,-965.0,0.0,True
552389,307335,mobile,ended,6.0,,False
552425,385625,connect,ended,-102.0,30.0,False
552448,364662,mobile,ended,-232.0,,True
552524,173061,connect,ended,-22.0,,False
552655,406081,mobile,ended,322.0,,True
552677,323777,mobile,ended,31.0,,False
552700,348673,mobile,ended,63.0,,False
552716,294883,mobile,ended,10.0,,False
552850,315136,connect,ended,40.0,,False
552964,384385,mobile,ended,20.0,,False
553033,381331,mobile,ended,,,False
553153,276924,mobile,ended,5.0,,False
553240,362608,mobile,ended,,,False
553354,401166,mobile,ended,7.0,,False
553356,381684,mobile,ended,-1.0,,False
553367,385783,mobile,ended,24.0,150.0,False
553511,363658,mobile,ended,170.0,,False
553532,355444,connect,ended,-20.0,,False
553660,412936,mobile,ended,-3.0,,False
553726,347847,mobile,ended,-36.0,,False
553730,390976,connect,ended,-29.0,,False
553755,393972,mobile,ended,1.0,,False
553795,402528,connect,ended,11.0,,False
553959,398733,mobile,canceled,,,False
553984,410694,mobile,ended,-148.0,,False
554021,411852,mobile,ended,,,False
554025,293785,mobile,ended,37.0,,False
554508,241021,connect,ended,-37.0,,False
554572,380002,mobile,ended,358.0,,True
554581,406629,mobile,ended,-5.0,,False
554672,352631,mobile,canceled,,,False
554695,402993,mobile,ended,17.0,720.0,False
555081,311353,mobile,ended,-72.0,,False
555083,328013,mobile,ended,161.0,,False
555131,324889,mobile,ended,146.0,,False
555458,351168,mobile,ended,-919.0,,True
555600,391519,connect,ended,-95.0,,False
555659,260298,mobile,ended,,,False
555703,391926,connect,canceled,,,False
555794,327585,mobile,ended,19.0,,False
555813,360548,mobile,ended,-26.0,,False
555953,407253,mobile,canceled,,,False
555992,375774,mobile,ended,58.0,,False
556072,320670,mobile,ended,21.0,,False
556079,374298,connect,ended,-1019.0,,True
556110,211860,connect,canceled,,,False
556143,407632,mobile,ended,181.0,,False
556241,396767,mobile,canceled,,,False
556267,274554,mobile,canceled,,,False
556483,413896,mobile,ended,14.0,,False
556488,296213,mobile,ended,8.0,,False
556580,397878,mobile,ended,77.0,,False
556608,368275,mobile,ended,-12.0,,False
556648,332548,mobile,ended,-581.0,,True
556696,234356,mobile,ended,59.0,,False
556755,395962,mobile,ended,98.0,,False
556986,402773,mobile,ended,23.0,,False
556999,406205,mobile,ended,14.0,,False
557296,387427,mobile,ended,7.0,,False
557314,383126,mobile,ended,-16.0,,False
557429,321400,connect,canceled,,,False
557504,327732,mobile,ended,55.0,,False
557512,412816,mobile,ended,101.0,,False
557514,405433,mobile,ended,47.0,,False
557535,401623,mobile,ended,21.0,,False
557572,383139,mobile,ended,-85.0,,False
557674,375915,mobile,ended,15.0,480.0,False
557681,410151,mobile,ended,122.0,,False
557685,272724,mobile,ended,996.0,,True
557716,249157,mobile,ended,,,False
557833,351547,mobile,ended,67.0,,False
557913,351021,mobile,ended,-4.0,,False
558047,396746,mobile,ended,-25.0,,False
558088,245154,connect,ended,-40.0,180.0,False
558250,375126,connect,ended,-4.0,600.0,False
558342,400165,mobile,canceled,,,False
558424,318867,mobile,ended,173.0,,False
558479,405858,mobile,canceled,,,False
558525,297962,connect,ended,-256.0,30.0,True
558557,410258,mobile,ended,20.0,,False
558561,326755,mobile,ended,72.0,,False
558583,326578,mobile,ended,3.0,,False
558709,316772,mobile,ended,102.0,,False
558759,368753,connect,ended,-126.0,,False
558974,321069,mobile,ended,-5.0,,False
559078,340616,connect,ended,27.0,,False
559084,286751,connect,canceled,,,False
559107,402084,mobile,ended,,,False
559125,297740,mobile,canceled,,,False
559318,344677,mobile,ended,2.0,,False
559331,369354,mobile,ended,89.0,,False
559428,289720,connect,ended,-16.0,90.0,False
559435,281955,mobile,ended,18.0,60.0,False
559750,220877,connect,canceled,,,False
559781,408776,mobile,ended,44.0,0.0,False
559817,394117,mobile,ended,21.0,,False
559924,376064,mobile,ended,-3.0,,False
560005,301068,mobile,ended,-78.0,,False
560079,288452,mobile,ended,52.0,,False
560311,399361,mobile,canceled,,,False
560363,376124,mobile,ended,,,False
560720,404020,mobile,ended,-14.0,,False
560884,410068,mobile,ended,-41.0,,False
560886,375755,mobile,ended,84.0,,False
560889,412672,connect,ended,,,False
561054,387845,mobile,ended,-18.0,,False
561083,334859,mobile,ended,65.0,,False
561111,337217,mobile,ended,10.0,,False
561157,373726,mobile,ended,-14.0,,False
561269,389467,mobile,ended,-21.0,,False
561285,392479,mobile,ended,-40.0,,False
561366,305917,mobile,ended,-104.0,,False
561368,249274,connect,ended,-3.0,30.0,False
561383,411754,connect,ended,173.0,,False
561408,310444,connect,ended,-54.0,360.0,False
561450,192179,connect,ended,7.0,540.0,False
561492,341119,connect,canceled,,,False
561596,364996,mobile,ended,108.0,,False
561706,395613,mobile,ended,-38.0,,False
561713,414723,mobile,canceled,,,False
561726,409636,mobile,ended,-208.0,,True
561786,409238,mobile,canceled,,,False
561819,304112,mobile,canceled,,,False
562024,403722,mobile,canceled,,,False
562090,404542,mobile,ended,-35.0,,False
562127,386382,mobile,canceled,,,False
562173,394024,mobile,ended,73.0,,False
562174,381499,connect,ended,73.0,,False
562211,248539,mobile,canceled,,,False
562256,392731,mobile,canceled,,,False
562264,408060,mobile,ended,129.0,,False
562291,404133,connect,ended,-709.0,,True
562299,386177,mobile,canceled,,,False
562409,410088,mobile,ended,-30.0,,False
562501,242546,mobile,ended,15.0,,False
562641,381183,mobile,canceled,,,False
562669,393442,mobile,ended,30.0,,False
562807,310571,mobile,ended,-14.0,,False
563003,310828,mobile,ended,-444.0,,True
563108,339515,mobile,ended,33.0,,False
563119,406005,mobile,ended,,,False
563142,394272,mobile,canceled,,,False
563157,371572,connect,ended,-83.0,,False
563509,349894,connect,ended,-432.0,,True
563519,225602,mobile,ended,-16.0,,False
563552,241021,connect,ended,25.0,60.0,False
563775,365793,mobile,ended,,,False
563933,347208,connect,ended,27.0,,False
563998,409663,mobile,ended,-47.0,,False
564034,358907,mobile,ended,,,False
564045,381123,mobile,ended,99.0,660.0,False
564094,179429,mobile,ended,4.0,,False
564208,361262,mobile,ended,90.0,,False
564269,384150,mobile,canceled,,,False
564414,195888,mobile,ended,20.0,180.0,False
564449,371530,mobile,canceled,,,False
564466,407869,mobile,ended,10.0,,False
564500,382884,mobile,ended,69.0,420.0,False
564521,412426,mobile,canceled,,,False
564538,332366,mobile,ended,335.0,,True
564627,341431,mobile,canceled,,150.0,False
564638,394120,mobile,canceled,,,False
564642,340833,mobile,ended,-20.0,,False
564694,410110,mobile,canceled,,,False
564706,384747,mobile,ended,403.0,,True
564782,356481,mobile,canceled,,,False
564785,399718,mobile,ended,1.0,,False
564825,414525,mobile,canceled,,,False
564844,297962,connect,ended,-167.0,,False
564955,389994,mobile,ended,136.0,,False
564967,282208,mobile,canceled,,,False
564992,366410,mobile,ended,62.0,,False
565108,354331,mobile,ended,-55.0,,False
565143,381435,mobile,ended,-100.0,,False
565205,406475,mobile,ended,-80.0,,False
565340,415170,mobile,ended,41.0,,False
565494,368210,mobile,ended,45.0,,False
565512,376391,mobile,ended,436.0,,True
565540,281518,mobile,ended,-43.0,,False
505091,213807,connect,ended,-155.0,,False
505567,308565,mobile,ended,-3.0,,False
505859,268874,mobile,ended,42.0,,False
506321,393781,connect,ended,-1.0,,False
506686,400229,mobile,ended,,,False
506970,226932,mobile,ended,-10.0,,False
507103,393584,mobile,ended,15.0,,False
507112,221297,mobile,ended,7.0,,False
508737,358274,mobile,canceled,,,False
509566,372647,mobile,ended,181.0,,False
509688,339975,mobile,ended,14.0,,False
510435,367627,mobile,ended,,,False
511872,386539,mobile,ended,7.0,,False
512237,382279,mobile,ended,-10.0,,False
514630,366287,connect,canceled,,,False
514673,402194,mobile,ended,-52.0,,False
515572,397136,mobile,canceled,,,False
516244,349131,mobile,ended,-34.0,,False
516585,389785,connect,ended,162.0,,False
518058,320481,mobile,canceled,,,False
518871,393981,mobile,ended,,,False
519260,359719,mobile,ended,946.0,,True
519450,358846,mobile,ended,-12.0,,False
519451,251815,connect,ended,-76.0,,False
520147,392147,mobile,ended,1.0,390.0,False
520580,168079,mobile,ended,-20.0,,False
520711,402078,mobile,ended,-17.0,,False
520750,337219,connect,ended,-154.0,,False
520979,381012,mobile,canceled,,,False
521501,278953,mobile,ended,,,False
521526,282208,mobile,ended,-53.0,,False
521594,241058,mobile,canceled,,,False
522476,376514,mobile,ended,300.0,,True
523920,363431,mobile,ended,-25.0,,False
524487,380866,mobile,ended,-15.0,120.0,False
525175,280805,connect,ended,9.0,,False
525435,335857,mobile,canceled,,,False
525776,285846,mobile,ended,22.0,,False
526081,406054,mobile,canceled,,,False
526194,325154,mobile,canceled,,,False
527465,381512,mobile,ended,28.0,,False
527709,393442,mobile,ended,106.0,,False
528269,385174,mobile,canceled,,,False
528782,370513,mobile,ended,3.0,,False
528783,266641,mobile,canceled,,,False
529239,354515,mobile,ended,10.0,360.0,False
529467,372128,mobile,canceled,,,False
529492,207715,mobile,ended,-169.0,,False
529693,281955,mobile,ended,-67.0,,False
530325,356434,mobile,ended,-101.0,,False
530357,262206,mobile,ended,14.0,,False
530971,241568,mobile,ended,3371.0,,True
531233,276202,mobile,ended,-19.0,,False
531451,378003,mobile,ended,0.0,,False
531589,290600,connect,canceled,,,False
531860,350475,mobile,ended,,,False
532171,368448,mobile,ended,9.0,,False
532215,408131,mobile,canceled,,,False
532248,332611,mobile,ended,1110.0,,True
532393,406388,mobile,ended,-54.0,,False
532695,320824,connect,ended,0.0,,False
533129,405683,mobile,ended,-138.0,,False
533326,301632,mobile,ended,38.0,,False
533519,386928,mobile,canceled,,,False
533720,385295,mobile,ended,6.0,,False
565543,364882,connect,ended,82.0,,False
565548,373925,mobile,ended,-10.0,,False
565581,374698,mobile,ended,-16.0,,False
565675,318715,mobile,ended,107.0,,False
565927,173376,mobile,ended,49.0,,False
566027,414498,mobile,ended,32.0,,False
566069,376311,connect,canceled,,,False
566097,389035,mobile,canceled,,,False
566123,404483,mobile,ended,142.0,,False
566273,375908,mobile,ended,44.0,,False
566292,414708,mobile,ended,48.0,,False
566331,328506,mobile,ended,-97.0,,False
566385,211860,connect,ended,58.0,,False
566551,334671,mobile,ended,25.0,,False
566661,390467,connect,ended,-651.0,570.0,True
566682,293785,mobile,ended,66.0,,False
566691,374921,mobile,ended,243.0,,True
566709,313772,connect,ended,-73.0,,False
566762,407907,mobile,ended,16.0,,False
566797,386498,mobile,ended,349.0,,True
566908,164960,connect,ended,-44.0,,False
566921,298388,mobile,ended,28.0,,False
567107,228776,mobile,canceled,,,False
567120,415953,mobile,ended,27.0,150.0,False
567208,268798,mobile,ended,41.0,,False
567278,241021,connect,ended,-425.0,240.0,True
567353,381940,mobile,canceled,,,False
567365,279764,mobile,ended,-35.0,,False
567423,402980,connect,ended,-125.0,,False
567424,414349,mobile,ended,59.0,,False
567433,401968,mobile,ended,100.0,,False
567442,410939,connect,ended,-353.0,,True
567446,366025,mobile,ended,-29.0,,False
567610,399205,mobile,ended,22.0,,False
567636,376840,connect,ended,101.0,0.0,False
567638,307364,connect,canceled,,,False
567654,358772,connect,ended,-90.0,,False
567773,314572,mobile,ended,21.0,,False
567774,396250,mobile,ended,4265.0,,True
567777,296295,mobile,ended,30.0,,False
567828,402779,connect,canceled,,,False
567980,381223,mobile,ended,,,False
568026,214007,mobile,canceled,,,False
568110,412131,mobile,ended,,,False
568168,345738,mobile,ended,58.0,,False
568188,279378,mobile,canceled,,,False
568206,412469,mobile,ended,-12.0,,False
568342,196898,mobile,ended,,,False
568629,283479,mobile,ended,,,False
568657,317378,connect,canceled,,210.0,False
568817,314605,mobile,ended,43.0,360.0,False
568843,280795,mobile,ended,,,False
568964,178204,mobile,ended,,,False
569081,291932,connect,ended,-19.0,,False
569133,415843,mobile,ended,90.0,,False
569176,410396,mobile,ended,67.0,,False
569498,402528,connect,ended,-173.0,630.0,False
570153,159536,mobile,ended,-685.0,,True
570186,372609,mobile,ended,76.0,,False
570350,365926,connect,ended,-55.0,60.0,False
570406,293992,mobile,ended,-81.0,,False
570525,304566,mobile,ended,14.0,,False
570715,309517,mobile,canceled,,,False
570819,353425,connect,ended,-17.0,120.0,False
571139,347208,connect,ended,-90.0,,False
505457,368083,mobile,ended,21.0,,False
506876,367382,mobile,ended,12.0,,False
508843,398697,mobile,ended,1101.0,,True
508971,232442,mobile,ended,-9.0,,False
510583,380867,mobile,ended,-1.0,,False
511106,377746,mobile,ended,-15.0,,False
511960,216796,mobile,ended,28.0,,False
512695,361217,mobile,ended,-26.0,,False
512958,305669,mobile,ended,-24.0,,False
513466,331681,mobile,ended,110.0,,False
513899,299017,connect,canceled,,,False
514418,364237,mobile,ended,1360.0,,True
514856,354388,mobile,canceled,,,False
515482,277553,mobile,ended,42.0,,False
515658,392779,mobile,canceled,,,False
515770,382059,mobile,ended,,,False
516550,377700,mobile,canceled,,720.0,False
516780,274943,mobile,ended,-238.0,,True
517336,267672,connect,canceled,,,False
519413,397599,mobile,ended,89.0,,False
519971,382613,mobile,canceled,,,False
520530,402156,mobile,canceled,,,False
520615,265239,connect,ended,-22.0,,False
520627,375887,connect,canceled,,,False
521364,257207,mobile,ended,694.0,,True
522507,390927,connect,ended,183.0,510.0,False
522667,214635,connect,ended,119.0,,False
522719,392479,mobile,canceled,,,False
523583,403526,mobile,canceled,,,False
524517,351304,mobile,ended,-70.0,,False
525092,310644,mobile,ended,22.0,,False
526071,404493,mobile,ended,42.0,,False
526089,369713,connect,ended,-73.0,,False
526147,298455,mobile,ended,-65.0,,False
526232,377364,mobile,ended,6.0,,False
526562,403863,mobile,ended,-746.0,,True
526713,400078,mobile,canceled,,,False
526847,371520,mobile,ended,9.0,,False
527357,356540,mobile,ended,,,False
527537,404496,mobile,ended,-5.0,,False
527950,348901,mobile,ended,-191.0,,True
527981,358978,connect,ended,-60.0,210.0,False
528419,404725,mobile,canceled,,,False
529009,262187,mobile,canceled,,,False
529128,382700,mobile,ended,6.0,0.0,False
